 200.000  2.94686
 205.000  3.15154
 210.000  3.36436
 215.000  3.58501
 220.000  3.81318
 225.000  4.04830
 230.000  4.29008
 235.000  4.53773
 240.000  4.79076
 245.000  5.04827
 250.000  5.30962
 255.000  5.57368
 260.000  5.83961
 265.000  6.10635
 270.000  6.37274
 275.000  6.63764
 280.000  6.89978
 285.000  7.15791
 290.000  7.41067
 295.000  7.65672
 300.000  7.89480
 305.000  8.12347
 310.000  8.34140
 315.000  8.54735
 320.000  8.74006
 325.000  8.91827
 330.000  9.08109
 335.000  9.22709
 340.000  9.35567
 345.000  9.46584
 350.000  9.55739
 355.000  9.62958
 360.000  9.68243
 365.000  9.71542
 370.000  9.72916
 375.000  9.72333
 380.000  9.69706
 385.000  9.65184
 390.000  9.58912
 395.000  9.51109
 400.000  9.41909
 405.000  9.31489
 410.000  9.20071
 415.000  9.07707
 420.000  8.94606
 425.000  8.80888
 430.000  8.66677
 435.000  8.52082
 440.000  8.37203
 445.000  8.22134
 450.000  8.06949
 455.000  7.91719
 460.000  7.76508
 465.000  7.61370
 470.000  7.46349
 475.000  7.31485
 480.000  7.16809
 485.000  7.02352
 490.000  6.88132
 495.000  6.74178
 500.000  6.60486
 505.000  6.47087
 510.000  6.33973
 515.000  6.21163
 520.000  6.08656
 525.000  5.96449
 530.000  5.84550
 535.000  5.72954
 540.000  5.61653
 545.000  5.50657
 550.000  5.39948
 555.000  5.29534
 560.000  5.19394
 565.000  5.09538
 570.000  4.99950
 575.000  4.90636
 580.000  4.81571
 585.000  4.72761
 590.000  4.64194
 595.000  4.55866
 600.000  4.47772
 605.000  4.39897
 610.000  4.32244
 615.000  4.24806
 620.000  4.17565
 625.000  4.10532
 630.000  4.03688
 635.000  3.97021
 640.000  3.90552
 645.000  3.84248
 650.000  3.78118
 655.000  3.72148
 660.000  3.66345
 665.000  3.60686
 670.000  3.55175
 675.000  3.49821
 680.000  3.44595
 685.000  3.39504
 690.000  3.34553
 695.000  3.29724
 700.000  3.25011
 705.000  3.20418
 710.000  3.15950
 715.000  3.11587
 720.000  3.07334
 725.000  3.03181
 730.000  2.99133
 735.000  2.95181
 740.000  2.91314
 745.000  2.87550
 750.000  2.83874
 755.000  2.80283
 760.000  2.76776
 765.000  2.73351
 770.000  2.70003
 775.000  2.66731
 780.000  2.63534
 785.000  2.60410
 790.000  2.57353
 795.000  2.54366
 800.000  2.51443
